present_phon	past_phon	freq	present_orth	past_orth	class
fÈarm	fÈarmd	114	farm	farmed	reg
lÈebÕ	lÈebÕd	114	labour	laboured	reg
«sÈIm«let	«sÈIm«let«d	113	assimilate	assimilated	reg
bÈQt	bÈQt«d	113	bat	batted	reg
kÈampr«mYz	kÈampr«mYzd	113	compromise	compromised	reg
dÈat	dÈat«d	113	dot	dotted	reg
IngÈÃlf	IngÈÃlft	113	engulf	engulfed	reg
InrÈeJ	InrÈeJd	113	enrage	enraged	reg
skÈi	skÈid	113	ski	ski'd	reg
slÈQS	slÈQSt	113	slash	slashed	reg
wÈin	wÈind	113	wean	weaned	reg
bÈÃg	bÈÃgd	112	bug	bugged	reg
k«mplÈY	k«mplÈYd	112	comply	complied	reg
krÈEdIt	krÈEdIt«d	112	credit	credited	reg
IndÈW	IndÈWd	112	endow	endowed	reg
hÈarnIs	hÈarnIst	112	harness	harnessed	reg
InkÈÕ	InkÈÕd	112	incur	incurred	reg
nÈel	nÈeld	112	nail	nailed	reg
SÈild	SÈild«d	112	shield	shielded	reg
smÈir	smÈird	112	smear	smeared	reg
k«ntrÈYv	k«ntrÈYvd	111	contrive	contrived	reg
dIspjÈut	dIspjÈut«d	111	dispute	disputed	reg
lÈENT«n	lÈENT«nd	111	lengthen	lengthened	reg
strÈe	strÈed	111	stray	strayed	reg
ÃphÈold	ÃphÈEld	111	uphold	upheld	irreg
rÈEnC	rÈEnCt	111	wrench	wrenched	reg
bÈolt	bÈolt«d	110	bolt	bolted	reg
k«rÈÃpt	k«rÈÃpt«d	110	corrupt	corrupted	reg
sÈYk«l	sÈYk«ld	110	cycle	cycled	reg
dÈn	dÈnd	110	dawn	dawned	reg
gÈQl«p	gÈQl«pt	110	gallop	galloped	reg
InJÈEkt	InJÈEkt«d	110	inject	injected	reg
mÈorn	mÈornd	110	mourn	mourned	reg
prÈad	prÈad«d	110	prod	prodded	reg
vÈYbret	vÈYbret«d	110	vibrate	vibrated	reg
wÈevÕ	wÈevÕd	110	waver	wavered	reg
bÈQT	bÈQTt	109	bath	bathed	reg
brÈd«n	brÈd«nd	109	broaden	broadened	reg
dItÈEst	dItÈEst«d	109	detest	detested	reg
dIsrIgÈard	dIsrIgÈard«d	109	disregard	disregarded	reg
ÈY	ÈYd	109	eye	eyed	reg
fÈÃs	fÈÃst	109	fuss	fussed	reg
grÈWl	grÈWld	109	growl	growled	reg
ovÕhÈir	ovÕhÈÕd	109	overhear	overheard	irreg
skÈEC	skÈECt	109	sketch	sketched	reg
snÈik	snÈÃk	109	sneak	sneaked	irreg
fÈQn	fÈQnd	108	fan	fanned	reg
glÈImps	glÈImpst	108	glimpse	glimpsed	reg
hÈYt«n	hÈYt«nd	108	heighten	heightened	reg
nÈÕCÕ	nÈÕCÕd	108	nurture	nurtured	reg
pÈQnIk	pÈQnIkt	108	panic	panicked	reg
sÈefgard	sÈefgard«d	108	safeguard	safeguarded	reg
SÈed	SÈed«d	108	shade	shaded	reg
«fÈIliet	«fÈIliet«d	107	affiliate	affiliated	reg
bÈWnd	bÈWnd«d	107	bound	bounded	reg
brÈu	brÈud	107	brew	brewed	reg
dY«gnÈos	dY«gnÈost	107	diagnose	diagnosed	reg
dIÕÈEnCiet	dIÕÈEnCiet«d	107	differentiate	differentiated	reg
grÈis	grÈist	107	grease	greased	reg
hÈQk	hÈQkt	107	hack	hacked	reg
hÈIpn«tYz	hÈIpn«tYzd	107	hypnotize	hypnotized	reg
m«tÈiri«lYz	m«tÈiri«lYzd	107	materialize	materialized	reg
smÈQk	smÈQkt	107	smack	smacked	reg
stÈon	stÈond	107	stone	stoned	reg
s«kÈÃm	s«kÈÃmd	107	succumb	succumbed	reg
TÈÃndÕ	TÈÃndÕd	107	thunder	thundered	reg
bÈar	bÈard	106	bar	barred	reg
brÈes	brÈest	106	brace	braced	reg
CÈen	CÈend	106	chain	chained	reg
CÈQn«l	CÈQn«ld	106	channel	channelled	reg
irÈÃpt	irÈÃpt«d	106	erupt	erupted	reg
prÈaspÕ	prÈaspÕd	106	prosper	prospered	reg
rÈYv«l	rÈYv«ld	106	rival	rivalled	reg
stÈIf«n	stÈIf«nd	106	stiffen	stiffened	reg
kÈort	kÈort«d	105	court	courted	reg
dÈim	dÈimd	105	deem	deemed	reg
drÈQft	drÈQft«d	105	draft	drafted	reg
ImbÈEd	ImbÈEd«d	105	embed	embedded	reg
rÈediet	rÈediet«d	105	radiate	radiated	reg
rIJÈOs	rIJÈOst	105	rejoice	rejoiced	reg
wÈEld	wÈEld«d	105	weld	welded	reg
klÈ	klÈd	104	claw	clawed	reg
k«nvÈÕJ	k«nvÈÕJd	104	converge	converged	reg
fÈild	fÈild«d	104	field	fielded	reg
grÈIl	grÈIld	104	grill	grilled	reg
ÈIns«let	ÈIns«let«d	104	insulate	insulated	reg
fÈez	fÈezd	104	phase	phased	reg
strÈQp	strÈQpt	104	strap	strapped	reg
«fÈÕm	«fÈÕmd	103	affirm	affirmed	reg
«stÈWnd	«stÈWnd«d	103	astound	astounded	reg
kÈoC	kÈoCt	103	coach	coached	reg
k«nsÈol	k«nsÈold	103	console	consoled	reg
dIsmÈQnt«l	dIsmÈQnt«ld	103	dismantle	dismantled	reg
mÈIl	mÈIld	103	mill	milled	reg
slÈIN	slÈÃN	103	sling	slung	irreg
strÈu	strÈud	103	strew	strewed	reg
sÈÕJ	sÈÕJd	103	surge	surged	reg
ÈQnImet	ÈQnImet«d	102	animate	animated	reg
bÈat«l	bÈat«ld	102	bottle	bottled	reg
bÈÃs«l	bÈÃs«ld	102	bustle	bustled	reg
kÈÃlÕ	kÈÃlÕd	102	colour	coloured	reg
mÈap	mÈapt	102	mop	mopped	reg
prÈYs	prÈYst	102	price	priced	reg
rÈek	rÈekt	102	rake	raked	reg
smÈÃg«l	smÈÃg«ld	102	smuggle	smuggled	reg
swÈap	swÈapt	102	swap	swapped	reg
jÈÕn	jÈÕnd	102	yearn	yearned	reg
«flÈIkt	«flÈIkt«d	101	afflict	afflicted	reg
dÈitel	dÈiteld	101	detail	detailed	reg
pÕpÈECuet	pÕpÈECuet«d	101	perpetuate	perpetuated	reg
Èarm	Èarmd	100	arm	armed	reg
bÈordÕ	bÈordÕd	100	border	bordered	reg
brÈdkQst	brÈdkQst«d	100	broadcast	broadcasted	reg
CÈIp	CÈIpt	100	chip	chipped	reg
dIsÈarm	dIsÈarmd	100	disarm	disarmed	reg
ÈEsk«let	ÈEsk«let«d	100	escalate	escalated	reg
flÈap	flÈapt	100	flop	flopped	reg
hÈip	hÈipt	100	heap	heaped	reg
mÈÃstÕ	mÈÃstÕd	100	muster	mustered	reg
pÈapjUlet	pÈapjUlet«d	100	populate	populated	reg
rIprÈEs	rIprÈEst	100	repress	repressed	reg
SÈWÕ	SÈWÕd	100	shower	showered	reg
swÈup	swÈupt	100	swoop	swooped	reg
tÈur	tÈurd	100	tour	toured	reg
wÈIns	wÈInst	100	wince	winced	reg
bÈYpQs	bÈYpQst	99	bypass	bypassed	reg
kÈWns«l	kÈWns«ld	99	counsel	counselled	reg
dItÈQC	dItÈQCt	99	detach	detached	reg
ImpÈart	ImpÈart«d	99	impart	imparted	reg
lÈoD	lÈoDd	99	loathe	loathed	reg
nÈir	nÈird	99	near	neared	reg
ovÕdÈu	ovÕdÈId	99	overdo	overdid	irreg
pÈEk	pÈEkt	99	peck	pecked	reg
plÈEJ	plÈEJd	99	pledge	pledged	reg
rÈIp«l	rÈIp«ld	99	ripple	rippled	reg
sÈQlvIJ	sÈQlvIJd	99	salvage	salvaged	reg
QdhÈir	QdhÈird	98	adhere	adhered	reg
bÈQNk	bÈQNkt	98	bank	banked	reg
blÈat	blÈat«d	98	blot	blotted	reg
k«mpÈYl	k«mpÈYld	98	compile	compiled	reg
krÈQk«l	krÈQk«ld	98	crackle	crackled	reg
dIdÈus	dIdÈust	98	deduce	deduced	reg
fÈltÕ	fÈltÕd	98	falter	faltered	reg
hÈab«l	hÈab«ld	98	hobble	hobbled	reg
rik«nstrÈÃkt	rik«nstrÈÃkt«d	98	reconstruct	reconstructed	reg
skÈWl	skÈWld	98	scowl	scowled	reg
tÈQks	tÈQkst	98	tax	taxed	reg
«lÈat	«lÈat«d	97	allot	allotted	reg
klÈWd	klÈWd«d	97	cloud	clouded	reg
drÈÃm	drÈÃmd	97	drum	drummed	reg
ÈElIvet	ÈElIvet«d	97	elevate	elevated	reg
gÈasIp	gÈasIpt	97	gossip	gossipped	reg
rIfÈYn	rIfÈYnd	97	refine	refined	reg
strÈIN	strÈÃN	97	string	strung	irreg
sÈImp«TYz	sÈImp«TYzd	97	sympathize	sympathized	reg
TrÈab	TrÈabd	97	throb	throbbed	reg
tÈap«l	tÈap«ld	97	topple	toppled	reg
ÈQkt«vet	ÈQkt«vet«d	96	activate	activated	reg
bIwÈIC	bIwÈICt	96	bewitch	bewitched	reg
kÈal«nYz	kÈal«nYzd	96	colonize	colonized	reg
k«ntÈQmInet	k«ntÈQmInet«d	96	contaminate	contaminated	reg
dYlÈut	dYlÈut«d	96	dilute	diluted	reg
dIsk«nsÈÕt	dIsk«nsÈÕt«d	96	disconcert	disconcerted	reg
fÈYn	fÈYnd	96	fine	fined	reg
glÈez	glÈezd	96	glaze	glazed	reg
InklÈYn	InklÈYnd	96	incline	inclined	reg
IntÈImIdet	IntÈImIdet«d	96	intimidate	intimidated	reg
nÈamInet	nÈamInet«d	96	nominate	nominated	reg
rÈil	rÈild	96	reel	reeled	reg
rInÈWns	rInÈWnst	96	renounce	renounced	reg
skrÈiC	skrÈiCt	96	screech	screeched	reg
slÈIDÕ	slÈIDÕd	96	slither	slithered	reg
s«bskrÈYb	s«bskrÈYbd	96	subscribe	subscribed	reg
tÈÕm	tÈÕmd	96	term	termed	reg
k«ntÈEnt	k«ntÈEnt«d	95	content	contented	reg
kÈÕb	kÈÕbd	95	curb	curbed	reg
IndÈEvÕ	IndÈEvÕd	95	endeavour	endeavoured	reg
flÈQNk	flÈQNkt	95	flank	flanked	reg
fÈÃk	fÈÃkt	95	fuck	fucked	reg
lÈur	lÈurd	95	lure	lured	reg
nÈÃJ	nÈÃJd	95	nudge	nudged	reg
prolÈN	prolÈNd	95	prolong	prolonged	reg
skÈold	skÈold«d	95	scold	scolded	reg
dIsgÈÃst	dIsgÈÃst«d	94	disgust	disgusted	reg
flÈInC	flÈInCt	94	flinch	flinched	reg
fÈortIfY	fÈortIfYd	94	fortify	fortified	reg
nÈat	nÈat«d	94	knot	knotted	reg
mÈQsk	mÈQskt	94	mask	masked	reg
WtwÈe	WtwÈed	94	outweigh	outweighed	reg
pÕfÈEkt	pÕfÈEkt«d	94	perfect	perfected	reg
pÈul	pÈuld	94	pool	pooled	reg
stÈar	stÈard	94	star	starred	reg
wÈu	wÈud	94	woo	wooed	reg
brÈYb	brÈYbd	93	bribe	bribed	reg
k«lÈYd	k«lÈYd«d	93	collide	collided	reg
grÈup	grÈupt	93	group	grouped	reg
ImpÈer	ImpÈerd	93	impair	impaired	reg
InhÈel	InhÈeld	93	inhale	inhaled	reg
IntÕsÈEpt	IntÕsÈEpt«d	93	intercept	intercepted	reg
mÈÃd«l	mÈÃd«ld	93	muddle	muddled	reg
ovÕtÈÕn	ovÕtÈÕnd	93	overturn	overturned	reg
pÈetr«nYz	pÈetr«nYzd	93	patronize	patronized	reg
pÈQtÕn	pÈQtÕnd	93	pattern	patterned	reg
sÈevÕ	sÈevÕd	93	savour	savoured	reg
stÈarC	stÈarCt	93	starch	starched	reg
s«fÈYs	s«fÈYst	93	suffice	sufficed	reg
tÈIn	tÈInd	93	tin	tinned	reg
wÈab«l	wÈab«ld	93	wobble	wobbled	reg
bÈElo	bÈElod	92	bellow	bellowed	reg
flÈEks	flÈEkst	92	flex	flexed	reg
fjÈuz	fjÈuzd	92	fuse	fused	reg
ImpÈav«rIS	ImpÈav«rISt	92	impoverish	impoverished	reg
nÈIb«l	nÈIb«ld	92	nibble	nibbled	reg
pÈIkCÕ	pÈIkCÕd	92	picture	pictured	reg
rItÈQliet	rItÈQliet«d	92	retaliate	retaliated	reg
«lÈY	«lÈYd	91	ally	allied	reg
blÈQk«n	blÈQk«nd	91	blacken	blackened	reg
brÈIs«l	brÈIs«ld	91	bristle	bristled	reg
klÈÃtÕ	klÈÃtÕd	91	clutter	cluttered	reg
kÈOl	kÈOld	91	coil	coiled	reg
dItÈen	dItÈend	91	detain	detained	reg
dIspÈEl	dIspÈEld	91	dispel	dispelled	reg
gÈÃlp	gÈÃlpt	91	gulp	gulped	reg
hÈQC	hÈQCt	91	hatch	hatched	reg
hÈIC	hÈICt	91	hitch	hitched	reg
JÈas«l	JÈas«ld	91	jostle	jostled	reg
mÈad«l	mÈad«ld	91	model	modelled	reg
prÈY	prÈYd	91	pry	pried	reg
rIdÈim	rIdÈimd	91	redeem	redeemed	reg
rIfrÈES	rIfrÈESt	91	refresh	refreshed	reg
TwÈort	TwÈort«d	91	thwart	thwarted	reg
ÈQNkÕ	ÈQNkÕd	90	anchor	anchored	reg
k«nsÈEnt	k«nsÈEnt«d	90	consent	consented	reg
krÈev	krÈevd	90	crave	craved	reg
IlÈQb«ret	IlÈQb«ret«d	90	elaborate	elaborated	reg
forgÈo	forwÈEnt	90	forgo	forwent	irreg
IntrÈud	IntrÈud«d	90	intrude	intruded	reg
lÈal	lÈald	90	loll	lolled	reg
mÈadÕnYz	mÈadÕnYzd	90	modernize	modernized	reg
prÈafIt	prÈafIt«d	90	profit	profited	reg
spÈn	spÈnd	90	spawn	spawned	reg
tÈatÕ	tÈatÕd	90	totter	tottered	reg
CÈÕn	CÈÕnd	89	churn	churned	reg
InÈQkt	InÈQkt«d	89	enact	enacted	reg
IngrÈev	IngrÈevd	89	engrave	engraved	reg
IgzÈIl«ret	IgzÈIl«ret«d	89	exhilarate	exhilarated	reg
frÈEt	frÈEt«d	89	fret	fretted	reg
hÈQmpÕ	hÈQmpÕd	89	hamper	hampered	reg
prÈWl	prÈWld	89	prowl	prowled	reg
rÈÃf«l	rÈÃf«ld	89	ruffle	ruffled	reg
skwÈÕm	skwÈÕmd	89	squirm	squirmed	reg
bIhÈold	bIhÈEld	88	behold	beheld	irreg
bÈY«s	bÈY«st	88	bias	biassed	reg
bÈÕk	bÈÕkt	88	burke	burked	reg
kÈoks	kÈokst	88	coax	coaxed	reg
k«ntÈEst	k«ntÈEst«d	88	contest	contested	reg
snÈir	snÈird	88	sneer	sneered	reg
spÈY	spÈYd	88	spy	spied	reg
stÈQf	stÈQft	88	staff	staffed	reg
stÈok	stÈokt	88	stoke	stoked	reg
sÈÃf«ket	sÈÃf«ket«d	88	suffocate	suffocated	reg
tÈÕmInet	tÈÕmInet«d	88	terminate	terminated	reg
ÃnsÈEt«l	ÃnsÈEt«ld	88	unsettle	unsettled	reg
bIstÈo	bIstÈod	87	bestow	bestowed	reg
brÈYt«n	brÈYt«nd	87	brighten	brightened	reg
k«nflÈIkt	k«nflÈIkt«d	87	conflict	conflicted	reg
kWnt«rÈQkt	kWnt«rÈQkt«d	87	counteract	counteracted	reg
dÈIskWnt	dÈIskWnt«d	87	discount	discounted	reg
WtnÈÃmbÕ	WtnÈÃmbÕd	87	outnumber	outnumbered	reg
skÈÕi	skÈÕid	87	scurry	scurried	reg
TÈQC	TÈQCt	87	thatch	thatched	reg
CÈÃk	CÈÃkt	86	chuck	chucked	reg
InkÈÃmp«s	InkÈÃmp«st	86	encompass	encompassed	reg
grÈiv	grÈivd	86	grieve	grieved	reg
grÈum	grÈumd	86	groom	groomed	reg
hÈIndÕ	hÈIndÕd	86	hinder	hindered	reg
prÈIk	prÈIkt	86	prick	pricked	reg
rÈet	rÈet«d	86	rate	rated	reg
rIfjÈut	rIfjÈut«d	86	refute	refuted	reg
sÈiD	sÈiDd	86	seethe	seethed	reg
sÈImjUlet	sÈImjUlet«d	86	simulate	simulated	reg
skÈÕt	skÈÕt«d	86	skirt	skirted	reg
snÈort	snÈort«d	86	snort	snorted	reg
skwÈS	skwÈSt	86	squash	squashed	reg
tÈYm	tÈYmd	86	time	timed	reg
wÈen	wÈend	86	wane	waned	reg
bÈId	bÈId	85	bid	bade	irreg
brÈif	brÈift	85	brief	briefed	reg
klÈQS	klÈQSt	85	clash	clashed	reg
klÈIp	klÈIpt	85	clip	clipped	reg
dIskrÈEdIt	dIskrÈEdIt«d	85	discredit	discredited	reg
dIsmÈe	dIsmÈed	85	dismay	dismayed	reg
fÈINgÕ	fÈINgÕd	85	finger	fingered	reg
grÈQtIfY	grÈQtIfYd	85	gratify	gratified	reg
InvÈÕt	InvÈÕt«d	85	invert	inverted	reg
mÈar	mÈard	85	mar	marred	reg
mÈarv«l	mÈarv«ld	85	marvel	marvelled	reg
mÈÃnC	mÈÃnCt	85	munch	munched	reg
ovÕflÈo	ovÕflÈod	85	overflow	overflowed	reg
pÈoC	pÈoCt	85	poach	poached	reg
rIklÈem	rIklÈemd	85	reclaim	reclaimed	reg
rIkÈWnt	rIkÈWnt«d	85	recount	recounted	reg
sÈip	sÈipt	85	seep	seeped	reg
stÈYl	stÈYld	85	style	styled	reg
tÈQn	tÈQnd	85	tan	tanned	reg
wÈl	wÈld	85	wall	walled	reg
wÈImpÕ	wÈImpÕd	85	whimper	whimpered	reg
«bÈYd	«bÈYd«d	84	abide	abided	reg
«bÈWnd	«bÈWnd«d	84	abound	abounded	reg
dIsÈÕn	dIsÈÕnd	84	discern	discerned	reg
dÈaJ	dÈaJd	84	dodge	dodged	reg
IkwÈet	IkwÈet«d	84	equate	equated	reg
IgzÈEmpl«fY	IgzÈEmpl«fYd	84	exemplify	exemplified	reg
fÈQt«n	fÈQt«nd	84	fatten	fattened	reg
fjÈu«l	fjÈu«ld	84	fuel	fuelled	reg
ImÈÕs	ImÈÕst	84	immerse	immersed	reg
ÈYÕn	ÈYÕnd	84	iron	ironed	reg
lÈÃnC	lÈÃnCt	84	lunch	lunched	reg
mÈo	mÈod	84	mow	mowed	reg
ÃnpÈQk	ÃnpÈQkt	84	unpack	unpacked	reg
«mÈEnd	«mÈEnd«d	83	amend	amended	reg
bÈÃnd«l	bÈÃnd«ld	83	bundle	bundled	reg
InvÈEl«p	InvÈEl«pt	83	envelop	enveloped	reg
grÈet	grÈet«d	83	grate	grated	reg
hÈQv	hÈQvd	83	halve	halved	reg
mÈQS	mÈQSt	83	mash	mashed	reg
«blÈIt«ret	«blÈIt«ret«d	83	obliterate	obliterated	reg
pÈWns	pÈWnst	83	pounce	pounced	reg
pÈÃt	pÈÃt«d	83	putt	putted	reg
sÈEnt	sÈEnt«d	83	scent	scented	reg
skÈWÕ	skÈWÕd	83	scour	scoured	reg
SÈIp	SÈIpt	83	ship	shipped	reg
tÈWÕ	tÈWÕd	83	tower	towered	reg
«lÈiviet	«lÈiviet«d	82	alleviate	alleviated	reg
dIfÈÕ	dIfÈÕd	82	defer	deferred	reg
dIflÈEkt	dIflÈEkt«d	82	deflect	deflected	reg
dÈIsIpet	dÈIsIpet«d	82	dissipate	dissipated	reg
flÈÃkCuet	flÈÃkCuet«d	82	fluctuate	fluctuated	reg
glÈInt	glÈInt«d	82	glint	glinted	reg
JÈag	JÈagd	82	jog	jogged	reg
lÈes	lÈest	82	lace	laced	reg
mÈImIk	mÈImIkt	82	mimic	mimicked	reg
ovÕTrÈo	ovÕTrÈu	82	overthrow	overthrew	irreg
plÈQstÕ	plÈQstÕd	82	plaster	plastered	reg
prIklÈud	prIklÈud«d	82	preclude	precluded	reg
rIzÈYd	rIzÈYd«d	82	reside	resided	reg
trÈÃJ	trÈÃJd	82	trudge	trudged	reg
kÈod	kÈod«d	81	code	coded	reg
dÈQb	dÈQbd	81	dab	dabbed	reg
fÈek	fÈekt	81	fake	faked	reg
frÈQgmEnt	frÈQgmEnt«d	81	fragment	fragmented	reg
Int«rÈQkt	Int«rÈQkt«d	81	interact	interacted	reg
pÈQC	pÈQCt	81	patch	patched	reg
rÈQS«n«lYz	rÈQS«n«lYzd	81	rationalize	rationalized	reg
rIlÈINkwIS	rIlÈINkwISt	81	relinquish	relinquished	reg
stÈeb«lYz	stÈeb«lYzd	81	stabilize	stabilized	reg
wÈQks	wÈQkst	81	wax	waxed	reg
wÈEDÕ	wÈEDÕd	81	weather	weathered	reg
wÈid	wÈid«d	81	weed	weeded	reg
bÈer	bÈerd	80	bare	bared	reg
dÈonet	dÈonet«d	80	donate	donated	reg
ÈEksk«vet	ÈEksk«vet«d	80	excavate	excavated	reg
gÈIld	gÈIld«d	80	gild	gilded	reg
hÈÕd	hÈÕd«d	80	herd	herded	reg
ImpÈid	ImpÈid«d	80	impede	impeded	reg
lÈYs«ns	lÈYs«nst	80	license	licensed	reg
mÈoS«n	mÈoS«nd	80	motion	motioned	reg
ordÈen	ordÈend	80	ordain	ordained	reg
tÈem	tÈemd	80	tame	tamed	reg
TrÈEd	TrÈEd«d	80	thread	threaded	reg
wÈEt	wÈEt	80	wet	wetted	irreg
wÈYÕ	wÈYÕd	80	wire	wired	reg
klÈQmp	klÈQmpt	79	clamp	clamped	reg
krÈis	krÈist	79	crease	creased	reg
dÈakjUmEnt	dÈakjUmEnt«d	79	document	documented	reg
InsÈÕk«l	InsÈÕk«ld	79	encircle	encircled	reg
irÈes	irÈest	79	erase	erased	reg
IgzÈQsp«ret	IgzÈQsp«ret«d	79	exasperate	exasperated	reg
nÈ	nÈd	79	gnaw	gnawed	reg
kwÈortÕ	kwÈortÕd	79	quarter	quartered	reg
ri«rÈenJ	ri«rÈenJd	79	rearrange	rearranged	reg
rIpÈEl	rIpÈEld	79	repel	repelled	reg
rÈut	rÈut«d	79	root	rooted	reg
rÈÃmb«l	rÈÃmb«ld	79	rumble	rumbled	reg
rÈÃs«l	rÈÃs«ld	79	rustle	rustled	reg
slÈe	slÈu	79	slay	slew	irreg
skwÈil	skwÈild	79	squeal	squealed	reg
strÈik	strÈikt	79	streak	streaked	reg
stÈYlYz	stÈYlYzd	79	stylize	stylized	reg
vÈW	vÈWd	79	vow	vowed	reg
k«mÈEnd	k«mÈEnd«d	78	commend	commended	reg
dÈEf«n	dÈEf«nd	78	deafen	deafened	reg
IlÈud	IlÈud«d	78	elude	eluded	reg
ÈEmj«let	ÈEmj«let«d	78	emulate	emulated	reg
InfÈÕ	InfÈÕd	78	infer	inferred	reg
lÈYt«n	lÈYt«nd	78	lighten	lightened	reg
lÈÃmbÕ	lÈÃmbÕd	78	lumber	lumbered	reg
p«trÈol	p«trÈold	78	patrol	patrolled	reg
rÈip	rÈipt	78	reap	reaped	reg
SrÈWd	SrÈWd«d	78	shroud	shrouded	reg
spÈark«l	spÈark«ld	78	sparkle	sparkled	reg
tÈelÕ	tÈelÕd	78	tailor	tailored	reg
tÈEmpÕ	tÈEmpÕd	78	temper	tempered	reg
ÈQgr«vet	ÈQgr«vet«d	77	aggravate	aggravated	reg
IntrÈÃst	IntrÈÃst«d	77	entrust	entrusted	reg
IkspÈYÕ	IkspÈYÕd	77	expire	expired	reg
fÈÕt«lYz	fÈÕt«lYzd	77	fertilize	fertilized	reg
grÈQp«l	grÈQp«ld	77	grapple	grappled	reg
WtgrÈo	WtgrÈu	77	outgrow	outgrew	irreg
p«rÈed	p«rÈed«d	77	parade	paraded	reg
plÈeg	plÈegd	77	plague	plagued	reg
rÈQS«n	rÈQS«nd	77	ration	rationed	reg
stÈIC	stÈICt	77	stitch	stitched	reg
tÈel	tÈeld	77	tail	tailed	reg
tÈIk«l	tÈIk«ld	77	tickle	tickled	reg
trÈEZÕ	trÈEZÕd	77	treasure	treasured	reg
wÈeJ	wÈeJd	77	wage	waged	reg
dIsplÈiz	dIsplÈizd	76	displease	displeased	reg
dÈag	dÈagd	76	dog	dogged	reg
drÈEnC	drÈEnCt	76	drench	drenched	reg
flÈevÕ	flÈevÕd	76	flavour	flavoured	reg
pÕvÈed	pÕvÈed«d	76	pervade	pervaded	reg
pÈÕJ	pÈÕJd	76	purge	purged	reg
SÈElv	SÈElvd	76	shelve	shelved	reg
SrÈIv«l	SrÈIv«ld	76	shrivel	shrivelled	reg
«dÈorn	«dÈornd	75	adorn	adorned	reg
«sÈort	«sÈort«d	75	assort	assorted	reg
bÈl	bÈld	75	bawl	bawled	reg
blÈiC	blÈiCt	75	bleach	bleached	reg
bÈÃk«l	bÈÃk«ld	75	buckle	buckled	reg
CÈarm	CÈarmd	75	charm	charmed	reg
klÈiv	klÈivd	75	cleave	cleaved	reg
ilÈIsIt	ilÈIsIt«d	75	elicit	elicited	reg
hÈOst	hÈOst«d	75	hoist	hoisted	reg
ÈIC	ÈICt	75	itch	itched	reg
pr«sÈIpItet	pr«sÈIpItet«d	75	precipitate	precipitated	reg
rÈQp	rÈQpt	75	rap	rapped	reg
rikriÈet	rikriÈet«d	75	recreate	recreated	reg
tÈEns	tÈEnst	75	tense	tensed	reg
tÈIpto	tÈIptod	75	tiptoe	tiptoed	reg
ÃpdÈet	ÃpdÈet«d	75	update	updated	reg
ÈQmplIfY	ÈQmplIfYd	74	amplify	amplified	reg
bÈYsIk«l	bÈYsIk«ld	74	bicycle	bicycled	reg
k«nspÈYÕ	k«nspÈYÕd	74	conspire	conspired	reg
lÈQps	lÈQpst	74	lapse	lapsed	reg
pr«pÈEl	pr«pÈEld	74	propel	propelled	reg
rifÈIl	rifÈIld	74	refill	refilled	reg
snÈo	snÈod	74	snow	snowed	reg
skwÈik	skwÈikt	74	squeak	squeaked	reg
stÈu	stÈud	74	stew	stewed	reg
swÈamp	swÈampt	74	swamp	swamped	reg
k«nvÈÕs	k«nvÈÕst	73	converse	conversed	reg
dÈuplIket	dÈuplIket«d	73	duplicate	duplicated	reg
IkspÈEnd	IkspÈEnd«d	73	expend	expended	reg
ÈInfIltret	ÈInfIltret«d	73	infiltrate	infiltrated	reg
IntÈer«get	IntÈer«get«d	73	interrogate	interrogated	reg
lÈabi	lÈabid	73	lobby	lobbied	reg
lÈord	lÈord«d	73	lord		reg
n«sÈEsItet	n«sÈEsItet«d	73	necessitate	necessitated	reg
pÈYp	pÈYpt	73	pipe	piped	reg
rÈY«t	rÈY«t«d	73	riot	rioted	reg
sÈQCÕet	sÈQCÕet«d	73	saturate	saturated	reg
skÈar	skÈard	73	scar	scarred	reg
sÈYt	sÈYt«d	73	site	sited	reg
stÈQndÕdYz	stÈQndÕdYzd	73	standardize	standardized	reg
swÈÕv	swÈÕvd	73	swerve	swerved	reg
twÈINk«l	twÈINk«ld	73	twinkle	twinkled	reg
«krÈu	«krÈud	72	accrue	accrued	reg
QsÕtÈen	QsÕtÈend	72	ascertain	ascertained	reg
bQptÈYz	bQptÈYzd	72	baptize	baptized	reg
bÈIlo	bÈIlod	72	billow	billowed	reg
krÈIs«n	krÈIs«nd	72	christen	christened	reg
klÈag	klÈagd	72	clog	clogged	reg
k«lÈQb«ret	k«lÈQb«ret«d	72	collaborate	collaborated	reg
k«mÈEns	k«mÈEnst	72	commence	commenced	reg
krÈÃnC	krÈÃnCt	72	crunch	crunched	reg
fÈIJIt	fÈIJIt«d	72	fidget	fidgeted	reg
InfjÈuriet	InfjÈuriet«d	72	infuriate	infuriated	reg
nÈIp	nÈIpt	72	nip	nipped	reg
ovÕhÈQN	ovÕhÈÃN	72	overhang	overhung	irreg
kwÈIk«n	kwÈIk«nd	72	quicken	quickened	reg
rik«nsÈIdÕ	rik«nsÈIdÕd	72	reconsider	reconsidered	reg
rÈIg	rÈIgd	72	rig	rigged	reg
stÈl	stÈld	72	stall	stalled	reg
stÈINk	stÈÃNk	72	stink	stunk	irreg
stÈINk	stÈQNk	72	stink	stank	irreg
s«btrÈQkt	s«btrÈQkt«d	72	subtract	subtracted	reg
ÃnnÈÕv	ÃnnÈÕvd	72	unnerve	unnerved	reg
